Batch,LFU,LRU,Hyperbolic,ARC,Caffeine
1641,350,3003,3245,3475,3659
1642,329,2716,3108,3337,3537
1643,409,3322,3656,3962,4097
1644,325,3071,3420,3761,3821
1645,300,2523,2997,3104,3150
1646,255,3116,3588,3785,3908
1647,357,3273,3571,3784,3966
1648,265,3123,3406,3727,3729
1649,282,2814,3234,3426,3618
1650,278,3215,3574,3991,3852
1651,373,3461,3877,3980,4012
1652,412,2904,3215,3462,3713
1653,258,3061,3507,3625,3845
1654,482,3154,3572,3717,3885
1655,380,3269,3734,4053,3987
1656,281,2916,3431,3635,3725
1657,246,3466,3800,3958,4141
1658,328,3194,3610,3820,3848
1659,358,3089,3563,3726,3961
1660,448,2852,3238,3462,3623
1661,289,3096,3585,3726,3975
1662,294,2908,3323,3575,3722
1663,327,3085,3653,3846,4087
1664,264,3282,3425,3544,3775
1665,317,2882,3368,3380,3806
1666,303,3034,3587,3827,4035
1667,501,2980,3466,3727,3954
1668,186,3336,3809,4056,4234
1669,319,3347,3802,4000,4251
1670,351,3267,3715,3806,4013
1671,447,3135,3505,3746,3868
1672,279,2996,3441,3629,3721
1673,281,3547,3773,4099,4076
1674,307,3116,3424,3719,3833
1675,168,3016,3493,3392,3866
1676,287,2974,3182,3392,3512
1677,281,2723,2990,3344,3549
1678,521,3059,3454,3777,3851
1679,347,3069,3547,3854,3950
1680,323,2967,3428,3574,3743
1681,376,2656,3102,3206,3321
1682,264,3557,3897,4107,4233
1683,428,3183,3621,3843,3840
1684,306,3324,3778,4021,4051
1685,340,2938,3292,3508,3655
1686,272,2953,3190,3499,3472
1687,450,2942,3498,3743,3591
1688,354,3459,3742,3959,4020
1689,417,3122,3744,4221,3755
1690,343,3578,3893,4223,4096
1691,459,3492,3733,4009,3929
1692,198,3365,3792,3993,3922
1693,336,3290,3797,3977,4077
1694,209,3394,3762,4002,3957
1695,370,2838,3308,3334,3404
1696,301,3383,3670,3955,3954
1697,468,3010,3372,3608,3665
1698,225,2934,3347,3680,3591
1699,177,3080,3495,3755,3613
1700,348,3466,3976,4088,4088
1701,341,2810,3348,3511,3427
1702,374,2999,3428,3534,3462
1703,393,3229,3455,3671,3652
1704,258,3328,3701,3915,3982
1705,240,3056,3590,3945,3833
1706,372,3280,3811,4047,4037
1707,281,2816,3257,3484,3325
1708,276,2871,3265,3442,3419
1709,334,3239,3751,3961,3955
1710,390,3257,3726,3968,3974
1711,322,3254,3805,4055,3984
1712,512,2842,3282,3434,3546
1713,310,2693,3215,3460,3550
1714,405,2976,3376,3625,3653
1715,373,3622,3859,4139,4166
1716,186,3335,3646,4025,4074
1717,283,3052,3424,3865,3910
1718,316,3455,3957,4343,4451
1719,412,3521,3967,4091,4190
1720,232,2559,3020,3189,3458
1721,217,3219,3744,4132,4297
1722,381,2738,3250,3470,3723
1723,285,3375,3957,4178,4352
1724,304,2994,3475,3667,3777
1725,378,2835,3300,3572,3581
1726,293,3321,3635,3888,4076
1727,466,3116,3673,4072,4064
1728,386,3620,4040,4284,4368
1729,417,2757,3289,3630,3551
1730,334,3140,3637,3869,3932
1731,384,3326,3779,4008,3989
1732,355,3093,3637,3724,3927
1733,195,2880,3631,3907,3934
1734,487,3630,4098,4291,4289
1735,327,3051,3556,3878,3915
1736,380,3690,4009,4268,4341
1737,298,3562,3744,3883,4088
1738,246,2991,3344,3573,3678
1739,262,3131,3392,3772,3730
1740,374,3096,3657,3892,3868
1741,3073,4921,5484,5604,5496
1742,303,2951,2873,3284,3289
1743,295,3133,3366,4000,3783
1744,243,3105,3273,3913,3874
1745,185,3090,3328,3721,3760
1746,362,3205,3557,3868,3862
1747,202,2621,3135,3388,3424
1748,280,3224,3569,3658,3897
1749,403,3288,3649,3877,4031
1750,346,3211,3781,4143,4088
1751,315,3292,3865,4066,3920
1752,227,3815,4261,4357,4435
1753,384,3702,4152,4336,4387
1754,470,3055,3527,3725,3882
1755,333,3084,3446,3775,3773
1756,343,3020,3291,3557,3616
1757,415,3306,3678,4046,4145
1758,289,3055,3509,3723,3826
1759,307,3458,3769,3953,4168
1760,237,3189,3680,3902,4109
1761,423,2971,3478,3762,3802
1762,279,2625,3038,3230,3259
1763,349,3012,3495,3773,3754
1764,246,3128,3588,3748,3728
1765,228,3282,3816,4029,3888
1766,409,2975,3529,3659,3514
1767,393,3086,3595,3715,3565
1768,309,3027,3549,3788,3740
1769,435,3499,3763,3915,4033
1770,223,3548,3916,4214,4149
1771,326,2769,3361,3654,3725
1772,299,2894,3447,3768,3742
1773,189,3018,3538,3741,3739
1774,333,3168,3613,3910,3838
1775,224,3008,3405,3571,3580
1776,266,3139,3619,3654,3701
1777,321,3298,3674,3640,3915
1778,335,3538,3938,4098,4030
1779,170,3310,3721,3922,3870
1780,1890,4625,5011,5072,4957
1781,2006,4682,4875,5144,5107
1782,263,3373,3453,3987,3820
1783,306,2950,3279,3924,3725
1784,412,2963,3374,3807,3582
1785,446,2993,3358,3760,3566
1786,463,2751,3218,3523,3370
1787,343,3066,3357,3715,3519
1788,330,3529,3855,4216,4123
1789,382,3250,3618,3851,3844
1790,380,3018,3333,3533,3529
1791,357,2336,2826,3139,3089
1792,390,2965,3408,3778,3845
1793,195,3186,3581,3905,3976
1794,397,3555,3845,4003,3982
1795,311,3502,3875,4092,4239
1796,238,3007,3407,3385,3827
1797,221,2876,3317,3455,3670
1798,301,3072,3427,3635,3823
1799,269,3410,3737,4011,3983
1800,298,3289,3633,3985,4045
1801,260,3567,4025,4353,4437
1802,338,3138,3750,4040,4220
1803,355,3273,3734,3884,4102
1804,331,3088,3531,3607,3734
1805,530,3399,3823,4063,4165
1806,214,3124,3484,3687,3990
1807,218,3157,3589,3987,4066
1808,328,3349,3678,3945,4063
1809,352,2991,3380,3541,3761
1810,297,2756,3223,3320,3560
1811,429,3355,3733,3813,4050
1812,358,3840,4343,4549,4636
1813,342,3018,3219,3569,3734
1814,283,3377,3679,3795,4070
1815,471,3045,3306,3533,3674
1816,416,2982,3288,3560,3753
1817,312,2985,3449,3610,3653
1818,305,3229,3704,3782,4058
1819,273,2813,3358,3663,3791
1820,443,3376,3728,3931,4145
1821,350,2909,3393,3606,3855
1822,235,3027,3469,3700,3946
1823,245,3082,3521,3671,3944
1824,319,3539,3921,3997,4332
1825,263,3216,3425,3448,3589
1826,407,3492,3806,4026,4319
1827,280,3041,3326,3583,3770
1828,309,3078,3442,3671,3878
1829,238,3342,3692,3943,4059
1830,263,3155,3544,3833,3976
1831,300,3172,3540,3757,4006
1832,257,2929,3509,3795,3905
1833,244,3378,3825,4079,4073
1834,326,3326,3850,3939,4206
1835,270,3351,3801,3811,4087
1836,202,3172,3471,3675,3886
1837,263,3034,3602,3960,4085
1838,345,2984,3224,3397,3530
1839,165,3184,3576,3840,3901
1840,269,3352,3737,4033,4058
1841,304,3142,3375,3527,3657
1842,280,3512,3875,4105,4351
1843,372,2981,3284,3522,3816
1844,312,3394,3808,4105,4269
1845,284,3523,3953,4271,4343
1846,335,3324,3582,3852,3937
1847,210,2585,3012,3214,3345
1848,319,3191,3536,3777,3944
1849,296,2707,3216,3599,3636
1850,321,3114,3564,3698,3916
1851,246,3007,3438,3630,3891
1852,342,3268,3633,3818,4150
1853,346,3231,3585,3765,3917
1854,309,3034,3395,3632,3945
1855,225,3372,3693,3946,4175
1856,303,3255,3858,4100,4330
1857,349,2606,3158,3400,3531
1858,249,3448,3872,4025,4172
1859,210,2880,3375,3563,3744
1860,335,2862,3331,3442,3651
1861,268,3507,3941,4190,4231
1862,315,3110,3533,3848,3892
1863,257,3101,3358,3525,3810
1864,445,3025,3360,3588,3744
1865,396,3316,3593,3651,3907
1866,306,3646,3983,4243,4335
1867,234,3160,3508,3722,3895
1868,218,3116,3616,3764,4036
1869,217,3116,3582,3840,3905
1870,360,3080,3348,3571,3659
1871,455,3158,3608,3852,3960
1872,268,3434,3866,4086,4198
1873,235,3154,3679,3856,3948
1874,449,3443,3773,3956,4064
1875,298,3530,3983,4240,4459
1876,431,3130,3605,4058,4058
1877,414,2888,3258,3690,3625
1878,423,3568,3931,4137,4292
1879,338,3171,3643,3872,3961
1880,236,3460,3843,4050,4069
1881,504,3311,3758,3858,4076
1882,293,3032,3371,3664,3641
1883,399,3104,3614,3729,3842
1884,543,3077,3386,3679,3621
1885,218,3161,3619,3888,3758
1886,341,3492,3916,4234,4163
1887,288,3434,3780,4114,4029
1888,169,3097,3556,3820,3756
1889,301,3316,3798,3934,3949
1890,325,3490,4019,4126,3953
1891,298,2848,3169,3380,3239
1892,313,3223,3478,3784,3658
1893,275,2828,3285,3515,3415
1894,450,3288,3716,3880,4022
1895,394,2934,3498,3727,3528
1896,351,3337,3712,3944,3796
1897,361,3223,3610,3740,3774
1898,266,3262,3652,3944,3879
1899,311,3079,3453,3646,3584
1900,426,3351,3739,3983,3863
1901,1640,4680,4918,5094,5150
1902,323,3255,3371,3686,3676
1903,291,2792,3026,3486,3341
1904,346,3271,3500,3782,3791
1905,1614,4501,4736,4786,5004
1906,199,2943,2907,3220,3414
1907,273,2939,3082,3566,3613
1908,409,3212,3260,3788,3787
1909,420,2706,3008,3272,3332
1910,250,3481,3879,4273,4343
1911,373,3864,4267,4564,4683
1912,303,3293,3674,3813,3939
1913,340,3167,3535,3706,3874
1914,271,3315,3724,4041,4153
1915,336,2974,3443,3618,3629
1916,285,3534,3957,4305,4281
1917,444,3446,3829,4101,4169
1918,216,2967,3501,3748,3794
1919,332,3132,3567,3737,3890
1920,423,3258,3617,3874,3987
1921,539,2879,3391,3715,3796
1922,257,3342,3800,3993,3944
1923,289,3525,3670,3914,3860
1924,338,2828,3009,3354,3255
1925,329,3608,3890,4152,4179
1926,355,3106,3355,3825,3798
1927,406,3182,3565,3845,3993
1928,386,3148,3573,3795,3908
1929,221,3092,3351,3538,3757
1930,319,3049,3489,3842,3948
1931,316,2997,3426,3700,3756
1932,179,3131,3497,3804,3848
1933,239,3131,3752,4029,4151
1934,219,2828,3409,3608,3703
1935,312,3139,3791,3949,4077
1936,485,2860,3285,3550,3588
1937,378,3355,3649,3883,3940
1938,263,3299,3745,3965,4052
1939,296,3064,3437,3631,3648
1940,212,3287,3764,3961,3965
1941,263,3100,3564,3778,3724
1942,419,2925,3459,3758,3822
1943,401,2850,3230,3425,3456
1944,355,2649,3197,3338,3363
1945,267,3265,3572,3735,3737
1946,467,3171,3563,3721,3659
1947,371,3253,3708,4050,3866
1948,440,3432,3892,4073,4194
1949,435,3353,3906,4084,3977
1950,284,2980,3441,3749,3790
1951,243,3254,3793,4086,4091
1952,277,3197,3683,3954,3888
1953,196,3437,3723,3969,4217
1954,351,2877,3342,3511,3505
1955,261,3134,3587,3851,3875
1956,344,2961,3474,3725,3745
1957,343,2950,3308,3340,3652
1958,396,3399,3736,3974,4193
1959,190,3382,3783,4028,4219
1960,208,3371,3626,3796,4054
1961,268,3098,3585,3715,3948
1962,357,3269,3714,3936,3931
1963,297,2993,3343,3560,3759
1964,266,3141,3502,3881,3955
1965,378,3479,3886,4146,4340
1966,393,3460,3847,3984,4079
1967,389,2854,3381,3586,3592
1968,331,2768,3305,3477,3592
1969,417,2766,3251,3465,3451
1970,264,3001,3482,3763,3779
1971,233,3054,3515,3731,3724
1972,290,3125,3635,3867,3928
1973,292,3350,3681,3801,3951
1974,210,2990,3394,3513,3656
1975,257,2657,3027,3310,3397
1976,310,2536,3120,3421,3471
1977,334,3196,3726,4107,4059
1978,248,2920,3345,3719,3532
1979,248,3086,3651,3845,3810
1980,296,3086,3641,3873,3782
1981,286,2929,3473,3780,3709
1982,306,3300,3801,4031,3955
1983,323,2658,3249,3573,3540
1984,258,2976,3546,3797,3728
1985,277,3841,4184,4458,4441
1986,295,3158,3528,3789,3795
1987,565,3447,3860,4052,4226
1988,263,3107,3676,3944,3925
1989,393,3343,3905,4211,4093
1990,244,2882,3259,3404,3494
1991,311,2917,3290,3539,3552
1992,1406,5278,5118,5461,5123
1993,1679,6027,6149,6158,6425
1994,545,3454,3729,3663,3948
1995,2609,7671,7724,7754,7908
1996,243,3001,2975,3618,3526
1997,376,3162,3177,3794,3708
1998,272,3156,3069,3620,3869
1999,191,3356,3435,4029,4055
2000,318,3268,3464,4003,3976
2001,238,3755,3921,4520,4432
2002,274,3592,3822,4344,4353
2003,389,2626,2977,3447,3546
2004,480,3656,3974,4227,4182
2005,165,2650,3050,3352,3441
2006,290,3807,4106,4530,4611
2007,598,2808,3180,3385,3595
2008,2695,7992,7774,7764,6471
2009,240,3098,2869,3400,3196
2010,262,2921,3020,3689,3425
2011,305,3061,3268,3807,3908
2012,153,3191,3206,3664,3666
2013,295,3185,3411,3796,4088
2014,315,2845,3207,3698,3805
2015,343,2949,3293,3761,3871
2016,365,3476,3819,4151,4201
2017,305,2899,3431,3690,3735
2018,158,2716,3103,3383,3556
2019,244,2851,3380,3625,3843
2020,228,3201,3718,4027,4081
2021,318,2875,3436,3653,3548
2022,316,3284,3538,3698,4070
2023,282,3015,3317,3468,3698
2024,258,3008,3338,3672,3831
2025,332,2883,3307,3559,3643
2026,271,2776,3199,3442,3577
2027,413,3146,3689,3923,4270
2028,305,2868,3339,3731,3695
2029,339,3480,3903,4176,4359
2030,244,3427,3839,4111,4329
2031,254,2950,3307,3537,3762
2032,304,3154,3613,3820,4092
2033,518,3384,3910,4142,4115
2034,384,3019,3561,3789,4000
2035,382,2964,3417,3688,3705
2036,326,2969,3421,3673,3820
2037,262,3264,3874,4153,4210
2038,373,3046,3583,3913,3917
2039,224,3586,3756,4064,3946
2040,317,3312,3745,3708,3965
2041,314,3185,3483,3599,3859
2042,278,3340,3822,4088,4514
2043,276,2870,3100,3398,3520
2044,388,2987,3264,3601,3729
2045,203,3337,3491,3712,3966
2046,359,2848,3272,3629,3634
2047,342,3169,3533,3879,3991
2048,293,3295,3757,4001,4264
2049,227,3426,3689,3923,4196
2050,285,3103,3413,3714,3872
2051,551,3320,3638,3902,3990
2052,391,2829,3223,3477,3653
2053,398,3142,3712,4044,4301
2054,215,2726,3183,3419,3520
2055,316,2848,3565,3817,3929
2056,322,3173,3650,3767,3924
2057,336,3390,3674,3925,3780
2058,440,3498,3861,4079,3828
2059,341,3010,3450,3776,3865
2060,267,3086,3568,3676,4117
2061,291,2805,3374,3553,3858
2062,288,2882,3316,3576,3714
2063,276,3375,3844,4063,4290
2064,387,2761,3243,3397,3578
2065,321,3181,3581,3687,3696
2066,201,3365,3625,4006,4228
2067,448,3151,3463,3776,3756
2068,350,3271,3569,3824,3754
2069,216,3533,3771,3941,4037
2070,376,3107,3435,3804,3884
2071,266,3120,3533,3731,3928
2072,437,3373,3842,4084,4326
2073,395,3021,3443,3640,3950
2074,381,2677,3135,3353,3577
2075,343,3530,3884,4100,4263
2076,346,3004,3618,3741,4056
2077,1489,4225,4362,4418,4445
2078,522,2999,3104,3324,3915
2079,244,3306,3447,3843,4234
2080,260,3067,3477,3870,4055
2081,279,2969,3369,3805,3785
2082,273,2988,3327,3660,3835
2083,177,2925,3395,3719,3829
2084,313,2905,3406,3628,3827
2085,194,3019,3400,3578,3840
2086,298,3194,3636,3866,4113
2087,1691,4213,4446,4533,4831
2088,260,3096,3029,3390,3425
2089,458,3262,3242,3608,3865
2090,346,3388,3573,3903,4158
2091,273,3317,3689,4227,4412
2092,247,3100,3319,3483,3590
2093,364,3114,3523,3674,4041
2094,345,2981,3474,3656,3807
2095,475,3105,3488,3616,3809
2096,1171,3357,3805,4010,4096
2097,1023,3461,3512,3741,4347
2098,337,3537,3722,4129,4249
2099,353,3155,3493,3862,3981
2100,229,3854,4215,4585,4697
2101,280,3328,3960,4436,4418
2102,177,2871,3434,3691,3666
2103,191,3590,4189,4376,4484
2104,177,3644,4354,4536,4701
2105,252,3184,3866,4148,4258
2106,223,4006,4513,4865,4993
2107,292,3229,3780,4031,4123
2108,128,3620,4237,4477,4493
2109,143,3676,4305,4504,4588
2110,288,3336,3829,4154,4295
2111,229,3297,3813,4079,4331
2112,313,3818,4181,4434,4687
2113,471,2985,3478,3646,3946
2114,284,3126,3728,3914,4124
2115,360,3226,3678,3898,4022
2116,280,3100,3688,3942,4125
2117,238,2719,3262,3565,3727
2118,207,3516,4020,4251,4368
2119,235,3017,3860,4161,4247
2120,319,3670,4146,4458,4593
2121,240,3406,3912,4252,4281
2122,212,3287,3832,4101,4048
2123,337,3429,3955,4249,4404
2124,134,3059,3650,3897,3942
2125,173,2973,3411,3600,3591
2126,132,3702,4353,4695,4714
2127,319,3984,4442,4802,4663
2128,342,3707,4087,4348,4208
2129,192,3333,3924,4129,4084
2130,215,3774,4184,4597,4742
2131,264,3310,3917,4075,4250
2132,108,3387,3945,4056,4307
2133,279,2963,3605,3702,4014
2134,377,3027,3647,3920,4118
2135,265,3433,4029,4422,4651
2136,430,2980,3522,3741,3948
2137,254,3009,3623,3748,4092
2138,232,2937,3463,3663,3781
2139,1972,4924,5300,5496,5571
2140,3593,6487,6632,6619,6881
2141,208,3493,3731,3961,4076
2142,316,3425,3829,4172,4366
2143,232,3168,3615,3896,4083
2144,346,3368,3810,4165,4169
2145,354,2987,3576,3929,3880
2146,379,3264,3724,4130,4065
2147,240,3188,3738,4071,4098
2148,252,3683,3999,4202,4382
2149,390,3411,3973,4341,4312
2150,304,2815,3254,3427,3478
2151,319,3387,3863,4240,4175
2152,365,3433,3924,4200,4187
2153,160,3245,3773,4061,3896
2154,4459,7399,7602,7636,7594
2155,1157,4099,4244,4462,4369
2156,227,2768,3173,3461,3254
2157,328,3670,3909,4231,4073
2158,438,3296,3554,4006,3880
2159,268,3639,3905,4368,4166
2160,128,3264,3665,4004,3972
2161,327,3467,3871,4166,4118
2162,378,3061,3328,3518,3567
2163,316,2683,3146,3492,3427
2164,297,3266,3667,3966,3789
2165,329,3390,3739,3956,3839
2166,307,3385,3843,4087,3854
2167,369,2767,3220,3602,3138
2168,338,3315,3818,4185,3782
2169,200,3454,3843,4223,3903
2170,315,3402,3798,4149,3948
2171,179,3521,3785,4127,4002
2172,345,3150,3655,3919,3787
2173,218,3299,3868,4219,3861
2174,315,3095,3737,3972,3627
2175,225,3293,3774,3974,3788
2176,275,3531,3919,4103,3972
2177,280,2579,3015,3224,3027
2178,356,3191,3687,3958,3629
2179,324,3425,3857,4124,3779
2180,266,2882,3425,3615,3400
2181,167,3220,3711,3941,3692
2182,167,3126,3715,3910,3747
2183,362,3039,3614,3775,3696
2184,365,3154,3536,3760,3557
2185,274,3240,3776,3968,3863
2186,285,3337,3856,4128,3911
2187,338,3025,3534,3769,3524
2188,384,3054,3495,3823,3505
2189,209,3415,3916,4135,3923
2190,230,3193,3788,4137,3841
2191,308,3016,3372,3593,3688
2192,463,3325,3831,4160,3792
2193,319,3253,3622,3903,3729
2194,251,3025,3357,3730,3402
2195,384,3080,3644,3797,3514
2196,354,3209,3704,3973,3663
2197,193,3349,3678,3988,3759
2198,277,3192,3712,4024,3654
2199,167,3619,3999,4246,4028
2200,282,3232,3836,4075,3765
2201,227,2841,3336,3601,3450
2202,347,2583,3142,3424,3329
2203,401,3359,3712,3938,3811
2204,397,3345,3548,3832,3745
2205,259,3012,3439,3821,3797
2206,392,3203,3524,3894,3715
2207,244,3357,3832,4096,3957
2208,316,3157,3599,3718,3698
2209,306,2822,3217,3296,3299
2210,272,3258,3811,4019,4075
2211,210,3573,3881,4080,4121
2212,444,3195,3587,3609,3879
2213,209,3539,3781,4084,4066
2214,366,3255,3711,4121,4039
2215,418,3178,3817,4237,4076
2216,221,3439,3743,3921,3902
2217,385,3281,3698,3996,4030
2218,458,3217,3664,3891,3914
2219,104,3153,3522,3667,3670
2220,293,3200,3610,3873,3777
2221,331,3288,3773,4027,3999
2222,391,3123,3732,4067,3869
2223,255,3101,3653,3960,3722
2224,1478,4723,4947,5055,5064
2225,369,3177,3370,3559,3660
2226,193,3053,3404,3617,3548
2227,211,2957,3290,3498,3399
2228,375,3495,3832,4132,3934
2229,226,3239,3732,3993,3886
2230,1571,4475,4653,4739,4768
2231,290,2727,3104,3325,3247
2232,251,3218,3639,3951,3774
2233,345,2934,3218,3543,3414
2234,324,3674,4032,4331,4222
2235,314,3143,3565,3840,3723
2236,1560,4137,4245,4462,4397
2237,450,2821,3024,3463,3331
2238,240,3171,3417,3795,3804
2239,336,3302,3670,3989,3858
2240,392,3193,3546,3797,3756
2241,286,3076,3600,3927,3721
2242,382,2668,3186,3329,3296
2243,339,3745,4155,4280,4263
2244,391,2999,3508,3753,3539
2245,438,3038,3460,3755,3594
2246,391,3169,3586,3909,3658
2247,299,2990,3469,3676,3458
2248,285,3337,3571,3996,3721
2249,384,2911,3245,3370,3303
2250,308,3004,3217,3362,3385
2251,384,2701,3068,3400,3026
2252,277,3264,3799,4148,3674
2253,348,3202,3505,3879,3442
2254,302,3332,3654,4082,3629
2255,258,3283,3449,3539,3484
2256,250,3100,3356,3558,3464
2257,438,2847,3346,3614,3214
2258,389,3182,3525,3824,3477
2259,258,3080,3476,3719,3413
2260,347,3202,3747,4001,3628
2261,293,3369,3696,3928,3716
2262,288,3093,3610,3896,3302
2263,280,3111,3347,3682,3289
2264,248,3195,3648,3972,3473
2265,337,3541,3831,4250,3869
2266,321,3566,3935,4165,3980
2267,200,3004,3504,3841,3522
2268,131,3204,3726,3993,3530
2269,298,3463,3880,4113,3852
2270,344,2864,3402,3699,3394
2271,217,3173,3718,3866,3714
2272,259,3181,3551,3762,3535
2273,225,3207,3736,4038,3714
2274,244,3145,3662,3887,3604
2275,359,3304,3714,4003,3694
2276,406,3269,3865,4191,3897
2277,152,3448,3676,3810,3839
2278,374,3105,3491,3578,3564
2279,392,3345,3843,4127,3913
2280,323,3076,3591,3592,3609
2281,383,3251,3639,3888,3669
2282,355,3253,3669,3880,3769
2283,172,3524,3931,4341,3973
2284,245,3130,3550,4004,3606
2285,377,2986,3549,3816,3419
2286,250,3360,3771,3903,3617
2287,340,3124,3596,3791,3439
2288,267,2969,3594,3798,3399
2289,307,2743,3282,3579,3091
2290,331,3286,3810,4110,3747
2291,332,2812,3474,3645,3277
2292,328,3271,3738,3906,3750
2293,316,3314,3823,3961,3689
2294,310,3357,3621,3928,3678
2295,305,2840,3303,3520,3324
2296,244,3213,3493,3740,3652
2297,146,3313,3518,3671,3625
2298,359,2872,3377,3662,3275
2299,518,3503,3973,4195,3896
2300,260,3077,3426,3672,3331
2301,232,2892,3394,3454,3288
2302,260,3366,3772,3962,3684
2303,326,3331,3870,3979,3613
2304,239,2904,3450,3594,3190
2305,417,3198,3645,3838,3549
2306,401,2932,3451,3656,3287
2307,340,3138,3504,3752,3418
2308,221,2674,3166,3418,2942
2309,336,3100,3606,3793,3332
2310,277,3179,3752,4065,3692
2311,354,3051,3371,3658,3412
2312,196,3501,3708,4037,3884
2313,366,3011,3294,3551,3267
2314,250,3186,3675,3956,3577
2315,284,3424,3878,4158,3805
2316,408,3172,3770,3922,3741
2317,305,3311,3741,3872,3861
2318,271,3053,3669,4012,3721
2319,182,3361,3832,4208,3805
2320,270,3283,3785,3910,3745
2321,266,3487,3900,4114,3914
2322,427,3231,3721,3997,3710
2323,437,2805,3279,3548,3318
2324,323,3133,3630,3866,3605
2325,224,3437,3747,4060,3761
2326,365,3157,3596,3776,3450
2327,307,3378,3765,4061,3654
2328,318,2997,3550,3685,3378
2329,338,2887,3325,3581,3290
2330,254,2664,3060,3289,3057
2331,283,3489,3927,4145,3733
2332,414,3208,3546,3625,3563
2333,364,2473,2967,3159,2865
2334,313,2690,3166,3432,3112
2335,303,2864,3453,3763,3243
2336,203,3340,3607,3713,3592
2337,238,3426,3742,3855,3735
2338,322,2923,3475,3814,3269
2339,250,3527,4002,4243,3814
2340,387,3044,3617,3913,3432
2341,254,3323,3827,3934,3647
2342,322,3050,3639,3877,3386
2343,288,3269,3625,4030,3574
2344,235,3297,3646,3875,3576
2345,240,3152,3548,3690,3568
2346,240,3146,3364,3529,3429
2347,386,3000,3224,3466,3421
2348,263,3013,3386,3826,3378
2349,264,2692,3133,3457,3035
2350,299,2950,3475,3639,3380
2351,282,2714,3205,3445,3067
2352,279,3135,3471,3628,3479
2353,1170,3824,3859,4022,4007
2354,227,3177,3086,3523,3441
2355,311,2845,3105,3632,3420
2356,522,3173,3370,3824,3643
2357,278,3465,3818,4163,3891
2358,296,3098,3505,3707,3708
2359,335,3058,3561,4080,3813
2360,225,3013,3283,3360,3407
2361,305,3052,3518,3582,3719
2362,421,2919,3405,3721,3572
2363,524,3061,3485,3871,3736
2364,348,3381,3936,4250,4036
2365,410,3019,3624,3809,3642
2366,340,2929,3461,3594,3478
2367,435,2874,3315,3453,3345
2368,265,3237,3661,3958,3748
2369,276,2703,3293,3496,3317
2370,420,3273,3741,3879,3774
2371,315,2907,3424,3667,3430
2372,181,3170,3588,3959,3700
2373,243,2865,3413,3779,3578
2374,291,2697,3162,3443,3376
2375,286,3501,4032,4280,4222
2376,222,3123,3546,3807,3721
2377,194,3517,3897,4163,4121
2378,363,3381,3852,4077,4166
2379,294,2961,3576,3754,3859
2380,394,3094,3638,3793,3913
2381,298,2760,3437,3703,3962
2382,326,3541,3973,4183,4269
2383,230,3753,4052,4308,4462
2384,333,3086,3592,3876,4010
2385,312,3247,3777,3976,4065
2386,377,3370,3708,3876,4014
2387,470,3346,3904,4072,4238
2388,308,3247,3542,3854,4027
2389,200,3161,3501,3780,3772
2390,451,3443,3868,4073,4249
2391,411,3441,3751,4062,4131
2392,441,2663,3175,3346,3636
2393,262,2872,3378,3584,3743
2394,202,3220,3733,4045,4223
2395,430,3007,3656,3915,4163
2396,203,3257,3813,3978,4058
2397,224,2993,3552,3675,3821
2398,379,3302,3828,3993,4096
2399,312,2878,3423,3703,3772
2400,369,3280,3705,3955,4183
2401,320,2909,3449,3704,3900
2402,311,3063,3587,3762,4038
2403,378,2937,3376,3378,3830
2404,290,3250,3747,3919,4243
2405,253,3105,3558,3716,4006
2406,358,3082,3332,3406,3692
2407,286,3376,3822,4008,4349
2408,341,2668,3305,3491,3806
2409,450,2910,3542,3706,3752
2410,334,3227,3670,3902,4209
2411,209,3847,4239,4406,4783
2412,132,2889,3226,3489,3680
2413,257,3204,3633,3974,4315
2414,387,2791,3121,3202,3630
2415,384,2741,3109,3330,3552
2416,313,3171,3656,4027,4074
2417,337,2828,3324,3588,3550
2418,366,2876,3525,3729,3908
2419,255,3000,3531,3859,4089
2420,260,3144,3720,3966,4144
2421,349,2846,3287,3515,3685
2422,189,3001,3385,3513,3732
2423,314,2900,3434,3622,3904
2424,368,3364,3791,4075,4186
2425,257,2927,3302,3487,3692
2426,242,2977,3486,3572,3799
2427,263,2940,3356,3659,3666
2428,387,3108,3633,3916,4070
2429,219,3215,3794,4103,3969
2430,299,3510,4050,4206,4326
2431,269,3620,3830,3929,4001
2432,486,3456,3827,3981,4111
2433,365,3173,3552,3869,3891
2434,278,3037,3495,3822,3764
2435,309,3263,3697,3906,3995
2436,204,3325,3649,3872,3955
2437,379,2926,3437,3494,3745
2438,211,3448,3881,4109,4191
2439,316,3074,3528,3886,3948
2440,243,3599,4000,4304,4370
2441,265,3170,3504,3677,3918
2442,345,2647,3259,3502,3580
2443,417,3373,3839,4057,4104
2444,372,3052,3262,3490,3610
2445,392,3435,3715,4031,4047
2446,214,3186,3663,3945,4007
2447,236,3158,3701,3995,4101
2448,426,2992,3335,3383,3487
2449,3101,7294,7498,7482,7538
2450,3881,8388,8572,8554,8564
2451,427,3258,3084,3587,3801
2452,388,3234,3252,3974,3731
2453,373,3085,3197,3900,3919
2454,341,2840,2939,3467,3455
2455,299,3292,3527,3963,4230
2456,313,2570,2896,3299,3528
2457,441,2476,2755,3225,3375
2458,170,2542,2830,3342,3432
2459,297,3036,3272,3696,3861
2460,216,2969,3175,3652,3903
